"Id"	"Sireid"	"Damid"	"MGdamid"	"MGsireid"	"PGdamid"	"PGsireid"	"Batch"	"Ptype1"	"Ptype2"	"Ptype3"	"Ftype1"	"Ftype2"	"Ftype3"
2321	1015	1165	113	3	128	8	1	155.87	275.84	210.3	103.39	188.13	155.04
2322	1015	1165	113	3	128	8	1	312.5	327.36	483.41	215.33	298.08	264.31
2323	1015	1165	113	3	128	8	1	203.48	317.43	270.06	116.74	201.91	171.12
2324	1015	1165	113	3	128	8	1	338.21	480.34	311.63	13.25	94.63	70.02
2325	1015	1165	113	3	128	8	1	344.59	664.44	454.06	154.09	230.8	208.46
2326	1016	1166	118	3	147	7	2	198.21	432.19	375.93	203.77	313.42	255.11
2327	1016	1166	118	3	147	7	2	232.32	254.55	86.95	-123.68	-13.47	-81.03
2328	1016	1166	118	3	147	7	2	264.76	495.64	349.68	114.05	225.63	163.25
2329	1016	1166	118	3	147	7	2	340.46	274.06	494.26	182.17	292.05	223.22
2330	1016	1166	118	3	147	7	2	312.67	497.45	567.03	282.44	394.9	327.45
2331	1017	1167	118	3	142	7	1	248.69	314.98	276.08	72.14	198.76	143.9
2332	1017	1167	118	3	142	7	1	382.72	498.23	433.26	97.68	227.62	167.52
2333	1017	1167	118	3	142	7	1	298.19	416.78	435.89	184.84	316.65	255.97
2334	1017	1167	118	3	142	7	1	302.13	256.54	235.26	-28.57	97.29	41.58
2335	1017	1167	118	3	142	7	1	255.67	372.37	335.56	121.12	249.62	196.46
2336	1018	1168	118	3	137	7	2	314.42	427.34	296.97	11.12	130.5	57.3
2337	1018	1168	118	3	137	7	2	232.39	234.12	176.81	-22.38	96.06	20.28
2338	1018	1168	118	3	137	7	2	308.99	480.19	348.84	66	178.99	115.3
2339	1018	1168	118	3	137	7	2	276.61	372.57	411.86	156.44	273.94	206.9
2340	1018	1168	118	3	137	7	2	212.28	186.45	344.51	158.09	280.38	207.98
2341	1019	1169	118	3	132	7	1	263.38	243.22	380.74	160.07	277.04	200.7
2342	1019	1169	118	3	132	7	1	321.28	457.13	509.06	235.04	348.62	284.71
2343	1019	1169	118	3	132	7	1	304.79	372.72	369.71	111.05	228.29	157.77
2344	1019	1169	118	3	132	7	1	305.21	396.72	352.08	86.82	203.72	134.51
2345	1019	1169	118	3	132	7	1	261.41	304.65	270.04	46.45	151.9	96.06
2346	1020	1170	118	3	127	7	2	382.82	453.36	603.48	252.92	348.91	324.34
2347	1020	1170	118	3	127	7	2	287.66	430.71	359.99	99.47	188.03	163.72
2348	1020	1170	118	3	127	7	2	263.88	313.58	286.1	47.8	145.62	119.06
2349	1020	1170	118	3	127	7	2	197.97	392.02	145.15	-20.89	72.69	45.29
2350	1020	1170	118	3	127	7	2	151.48	260.44	-45.02	-169.76	-74.53	-101.69
2351	1021	1171	123	3	146	6	1	174.75	292.52	253.65	120.56	201.44	191.68
2352	1021	1171	123	3	146	6	1	203.95	362.34	283.24	119.1	197.71	194.81
2353	1021	1171	123	3	146	6	1	278.5	291.89	394.97	152.98	231.78	222.26
2354	1021	1171	123	3	146	6	1	207.79	366.78	229.05	69.32	144.32	136.04
2355	1021	1171	123	3	146	6	1	225.43	373.29	302.2	116.65	189.03	185.83
2356	1022	1172	123	3	141	6	2	259.24	397.79	349.41	119.49	192.29	181.6
2357	1022	1172	123	3	141	6	2	288.23	213.18	347.5	83.79	164.43	148.81
2358	1022	1172	123	3	141	6	2	204.26	217.56	232.37	51.46	124.41	113.78
2359	1022	1172	123	3	141	6	2	153.87	147.31	216.23	91.88	166.3	144.29
2360	1022	1172	123	3	141	6	2	206.05	343.14	380.56	201.39	280.12	260.97
2361	1023	1173	123	3	136	6	1	326.94	113.83	368.09	82.82	154.03	145.66
2362	1023	1173	123	3	136	6	1	325.03	423.96	415.76	132.17	205.39	193.85
2363	1023	1173	123	3	136	6	1	204.72	356.91	361.78	196.19	270.78	260.08
2364	1023	1173	123	3	136	6	1	264.98	445.33	236.27	18.1	91.78	83.23
2365	1023	1173	123	3	136	6	1	357.75	496.19	389.86	76.33	148.13	139.84
2366	1024	1174	123	3	131	6	2	352.65	408.29	409.4	83.68	195.12	151.18
2367	1024	1174	123	3	131	6	2	255.26	459.94	321.66	92.71	206.32	154.27
2368	1024	1174	123	3	131	6	2	253.34	388.45	387.7	169.98	272.81	232.42
2369	1024	1174	123	3	131	6	2	224.21	275.32	296.06	96.63	207.13	154.87
2370	1024	1174	123	3	131	6	2	296.35	205.82	363.48	93.25	202.24	148.58
2371	1025	1175	123	3	126	6	1	399.75	485.55	445.35	93.9	197.47	143.23
2372	1025	1175	123	3	126	6	1	210.82	187.34	111.67	-52.01	46.94	-2.88
2373	1025	1175	123	3	126	6	1	296.01	309.77	376.88	116.26	215.76	163.78
2374	1025	1175	123	3	126	6	1	351.93	565.11	349.03	42.19	149.34	100.13
2375	1025	1175	123	3	126	6	1	330.85	231.53	362.94	76.84	182.17	135.65
2376	1026	1176	104	4	101	1	2	359.6	412.77	315.08	-17.26	75.36	33.43
2377	1026	1176	104	4	101	1	2	283.31	363.58	279.97	30.59	120.13	83.22
2378	1026	1176	104	4	101	1	2	254.85	197.54	306.11	82.26	176.25	129.44
2379	1026	1176	104	4	101	1	2	347.26	465.83	291.45	-25.52	64.05	22.73
2380	1026	1176	104	4	101	1	2	161.83	211.65	64.48	-73.01	17.51	-24.16
2381	1027	1177	104	4	106	1	1	242.87	390.39	248.4	46.18	140.48	103.39
2382	1027	1177	104	4	106	1	1	358.58	489.93	474.31	154.48	255.53	214.32
2383	1027	1177	104	4	106	1	1	297	293.63	539.66	277.01	371.88	331.65
2384	1027	1177	104	4	106	1	1	207.32	320.4	244.7	80	172.41	136.03
2385	1027	1177	104	4	106	1	1	421.48	491.03	463.34	86.98	180.47	145.93
2386	1028	1178	104	4	111	1	2	197.85	226.69	98.81	-82.11	7.85	-35.09
2387	1028	1178	104	4	111	1	2	249.79	384.57	285.73	64.73	159.51	104.86
2388	1028	1178	104	4	111	1	2	249.53	361.86	197.18	-32.08	67.2	15.95
2389	1028	1178	104	4	111	1	2	183.29	279	275.13	119.04	212.75	155.65
2390	1028	1178	104	4	111	1	2	362.5	556.88	385.31	49.07	135.65	95.55
2391	1029	1179	104	4	116	1	1	138.98	219.4	297.61	197.33	259.64	262.16
2392	1029	1179	104	4	116	1	1	172.43	215.68	195.77	61.86	130.96	128.59
2393	1029	1179	104	4	116	1	1	262.56	410.29	381.49	164.35	231.2	233.52
2394	1029	1179	104	4	116	1	1	286.91	434.14	298.5	57.53	117.27	126.82
2395	1029	1179	104	4	116	1	1	209.42	293.61	260.78	92.21	156.44	156.1
2396	1030	1180	104	4	121	1	2	159.01	289.36	364.31	236.73	299.8	307.24
2397	1030	1180	104	4	121	1	2	184	276.9	171.21	15.63	83.75	90.49
2398	1030	1180	104	4	121	1	2	198.04	196.88	263.57	94.11	161.45	169.76
2399	1030	1180	104	4	121	1	2	262.05	361.25	374.65	138.13	201.64	214.27
2400	1030	1180	104	4	121	1	2	244.85	307.1	422.05	206.39	270.56	280.03
2401	1031	1181	109	4	102	2	1	278.58	302.45	331.21	94.05	221.24	179.85
2402	1031	1181	109	4	102	2	1	232.66	333.08	311.13	116.93	241.51	195.11
2403	1031	1181	109	4	102	2	1	381.61	490.7	528.02	187.04	305.96	262.7
2404	1031	1181	109	4	102	2	1	350.97	467.26	432.61	125.51	245.31	202.32
2405	1031	1181	109	4	102	2	1	207.76	178.38	279.22	114.38	244.11	197.36
2406	1032	1182	109	4	107	2	2	388.81	516.15	588.54	225.92	328.14	279.47
2407	1032	1182	109	4	107	2	2	422.64	433.61	579.9	184.92	291.27	241.7
2408	1032	1182	109	4	107	2	2	251.77	309.95	257.95	32.01	132.19	81.81
2409	1032	1182	109	4	107	2	2	212.94	302.96	307.8	121.59	222.88	177.96
2410	1032	1182	109	4	107	2	2	374.06	454.59	450.6	99.43	200.29	149.69
2411	1033	1183	109	4	112	2	1	337.63	400.28	462.29	171.95	296.36	219.27
2412	1033	1183	109	4	112	2	1	382.67	496.91	459.96	118.69	251.65	167.68
2413	1033	1183	109	4	112	2	1	297.77	353.53	295.18	41.89	173.17	91.48
2414	1033	1183	109	4	112	2	1	279	373.21	252.98	16.61	148.74	73.84
2415	1033	1183	109	4	112	2	1	372.93	402.99	429.22	98.5	236.82	153.48
2416	1034	1184	109	4	117	2	2	179.09	310.43	325.04	172.99	234.4	254.44
2417	1034	1184	109	4	117	2	2	206.21	313.08	154.26	-23.78	35.43	53.8
2418	1034	1184	109	4	117	2	2	234.19	289.4	411.55	210.84	274.35	293.58
2419	1034	1184	109	4	117	2	2	263	464.47	358.19	121.16	182.2	197.8
2420	1034	1184	109	4	117	2	2	357.5	443.29	425.58	99.67	165.83	177.94
2421	1035	1185	109	4	122	2	1	235.14	438.98	342.93	149.95	279.32	193.37
2422	1035	1185	109	4	122	2	1	302.66	371.39	516.38	263.19	392.24	305.43
2423	1035	1185	109	4	122	2	1	497.2	538.18	654.43	202.36	339.21	243.62
2424	1035	1185	109	4	122	2	1	415.78	445.37	488.57	111.47	245.84	157.37
2425	1035	1185	109	4	122	2	1	264.01	189.8	300.33	80.02	210.58	125.75
2426	1036	1186	114	4	103	3	2	182.87	260.46	335.09	181.9	289.4	260.44
2427	1036	1186	114	4	103	3	2	352.15	352.43	506.43	181.42	292.22	261.48
2428	1036	1186	114	4	103	3	2	245.98	301.08	431.8	212.96	322.44	284.51
2429	1036	1186	114	4	103	3	2	396.13	389.22	473.67	107.36	215.08	190.41
2430	1036	1186	114	4	103	3	2	455.17	449.02	636.65	205.15	308.72	284.67
2431	1037	1187	114	4	108	3	1	319.65	472.15	363	90	231.02	160.45
2432	1037	1187	114	4	108	3	1	372.96	471.55	413.35	86.07	220.58	154.9
2433	1037	1187	114	4	108	3	1	411.58	480.08	574.33	210.67	339.38	278.81
2434	1037	1187	114	4	108	3	1	436.63	515.72	382.94	-2.67	129.62	69.41
2435	1037	1187	114	4	108	3	1	255.5	295.72	378.99	156.41	294.11	226.61
2436	1038	1188	114	4	113	3	2	220.04	357.38	220.42	32.19	116.22	97.43
2437	1038	1188	114	4	113	3	2	452.21	580.87	613.24	186.26	286.36	249.82
2438	1038	1188	114	4	113	3	2	108.35	339.91	233.81	155.89	254.07	216.1
2439	1038	1188	114	4	113	3	2	304.07	390.67	391.48	122.97	220.79	185.38
2440	1038	1188	114	4	113	3	2	159.32	137.19	300.8	168.97	262.3	234.16
2441	1039	1189	114	4	118	3	1	253.8	383.6	249.72	31.37	160.87	97.73
2442	1039	1189	114	4	118	3	1	371.97	314.99	542.7	215.21	351.63	272.15
2443	1039	1189	114	4	118	3	1	406.82	437.14	511.16	149.7	282.48	210.89
2444	1039	1189	114	4	118	3	1	238.37	415.53	444.48	243.55	379.99	312.69
2445	1039	1189	114	4	118	3	1	272.83	349.64	377.82	148.27	281.55	211.73
2446	1040	1190	114	4	123	3	2	94.89	167.54	181.92	121.1	188.01	168.87
2447	1040	1190	114	4	123	3	2	184.02	274.28	147.49	-11.23	70.36	36.41
2448	1040	1190	114	4	123	3	2	100.63	220.4	192.07	120.47	188.49	175.3
2449	1040	1190	114	4	123	3	2	222.88	359.75	271.22	75.56	153.26	126.45
2450	1040	1190	114	4	123	3	2	307.26	545.11	294.97	9.61	80.95	63.17
2451	1041	1191	119	4	104	4	1	406.03	519.49	425.85	59.29	193.94	120.68
2452	1041	1191	119	4	104	4	1	364.07	437.04	193.93	-123.39	11.93	-67.89
2453	1041	1191	119	4	104	4	1	412.42	522.02	509.27	135.41	274.81	194
2454	1041	1191	119	4	104	4	1	386.6	352.89	384.14	43.64	183.88	103.3
2455	1041	1191	119	4	104	4	1	311.7	380.06	437.17	167.95	306.41	228.9
2456	1042	1192	119	4	109	4	2	466.42	494.27	571.88	126.11	257.26	192.66
2457	1042	1192	119	4	109	4	2	225.92	397.36	223.23	31.09	165.46	95.15
2458	1042	1192	119	4	109	4	2	299.08	327.03	221.13	-47.33	83.88	21.89
2459	1042	1192	119	4	109	4	2	230.61	453.87	320.5	119.96	247.87	184.55
2460	1042	1192	119	4	109	4	2	273.12	374.4	269.69	20.24	141.23	82.76
2461	1043	1193	119	4	114	4	1	296.43	281.33	259.44	0.74	102	70.28
2462	1043	1193	119	4	114	4	1	284.93	318.55	150.66	-91.74	10.91	-13.5
2463	1043	1193	119	4	114	4	1	427.72	525.87	374.26	-10.34	99.65	68.74
2464	1043	1193	119	4	114	4	1	295.93	539.28	288.53	32.43	138.73	110.22
2465	1043	1193	119	4	114	4	1	306.3	440.36	458.67	195.16	302.49	270.89
2466	1044	1194	119	4	119	4	2	344.98	346.05	296.54	-17.08	68.04	43.53
2467	1044	1194	119	4	119	4	2	338.59	364.22	536.16	228.54	313.09	291.1
2468	1044	1194	119	4	119	4	2	257.76	268.62	344.65	118.65	207.57	178.13
2469	1044	1194	119	4	119	4	2	423.77	469.82	458.37	60.19	157.61	124.97
2470	1044	1194	119	4	119	4	2	191.65	339.44	328.08	166.99	256.64	228.16
2471	1045	1195	119	4	124	4	1	191.48	396.26	312.81	159.39	224.16	204.7
2472	1045	1195	119	4	124	4	1	223.91	266.57	263.63	76.18	136.35	122.11
2473	1045	1195	119	4	124	4	1	314.47	435.76	390.98	119.17	185.52	168.03
2474	1045	1195	119	4	124	4	1	267.83	205.66	484.45	256.03	320.92	301.31
2475	1045	1195	119	4	124	4	1	226.64	276.9	258.15	75.49	149.75	124.46
2476	1046	1196	124	4	105	5	2	321.56	363.89	310.97	12.62	128.78	87.95
2477	1046	1196	124	4	105	5	2	287.52	391.8	539.92	286.14	403.6	351.61
2478	1046	1196	124	4	105	5	2	320.92	438.02	436.55	143.81	266.26	202.76
2479	1046	1196	124	4	105	5	2	326.3	441.14	353.01	60.02	180.67	124.16
2480	1046	1196	124	4	105	5	2	273.29	268.23	311.23	64.78	181.54	129.48
2481	1047	1197	124	4	110	5	1	261.16	489.27	244.06	24.12	117.8	64.44
2482	1047	1197	124	4	110	5	1	317.75	203.89	386.32	112.54	207.65	154.93
2483	1047	1197	124	4	110	5	1	152.6	359.47	190.7	80.22	180.94	125.12
2484	1047	1197	124	4	110	5	1	189.7	205.58	266.26	115.1	217	163.51
2485	1047	1197	124	4	110	5	1	305.28	356.1	398.87	138.44	237.48	183.1
2486	1048	1198	124	4	115	5	2	217.47	328.42	458.53	268.03	346.67	343.14
2487	1048	1198	124	4	115	5	2	79.58	412.6	211.21	153.94	231.45	221.45
2488	1048	1198	124	4	115	5	2	157.29	199.59	175.7	42.25	106.7	118.8
2489	1048	1198	124	4	115	5	2	260.34	360.34	207.05	-31.94	36.83	38.02
2490	1048	1198	124	4	115	5	2	192.57	442.45	277.37	109.8	188.01	183.9
2491	1049	1199	124	4	120	5	1	237.02	343.48	288.23	98.65	169.21	157.57
2492	1049	1199	124	4	120	5	1	318.67	395.28	495.73	218.71	295.37	281.48
2493	1049	1199	124	4	120	5	1	213.81	311.36	347.02	176.81	255.97	246.38
2494	1049	1199	124	4	120	5	1	99.76	60.23	335.96	277.34	353.51	346.34
2495	1049	1199	124	4	120	5	1	230.34	461.92	339.91	152.87	220.78	222.87
2496	1050	1200	124	4	125	5	2	268.95	227.45	322.86	78.17	197.47	134.21
2497	1050	1200	124	4	125	5	2	187.11	335.94	364.71	198.08	325.38	253.36
2498	1050	1200	124	4	125	5	2	136.35	326.8	234.08	120.99	249.92	181.29
2499	1050	1200	124	4	125	5	2	227.73	240.82	318.3	119.19	245.22	179.2
2500	1050	1200	124	4	125	5	2	219.58	261.92	352.92	163.51	289.4	216.01
2501	1001	1201	105	5	150	10	1	361.9	511.1	486.5	169.15	288.08	238.87
2502	1001	1201	105	5	150	10	1	296.35	472.78	494.67	240.29	361.32	307.52
2503	1001	1201	105	5	150	10	1	356.6	406.91	288.42	-25.77	88.92	39.89
2504	1001	1201	105	5	150	10	1	401.44	442.67	582.76	222.16	337.4	289.96
2505	1001	1201	105	5	150	10	1	329.29	431.9	388.33	99.14	218.62	163.93
2506	1002	1202	105	5	145	10	2	217.64	386.66	267.16	81.9	152.39	132.03
2507	1002	1202	105	5	145	10	2	285.64	318.48	118.05	-141.57	-73.57	-94.53
2508	1002	1202	105	5	145	10	2	351.34	386.76	419.44	97.63	167.26	148.52
2509	1002	1202	105	5	145	10	2	180.03	102.67	279.97	123.36	193.37	171.97
2510	1002	1202	105	5	145	10	2	267.56	523.3	409.85	169.61	242.83	221.41
2511	1003	1203	105	5	140	10	1	422.55	540.1	466.07	84.67	225.09	128.07
2512	1003	1203	105	5	140	10	1	376.11	647.11	577.39	240.14	379.84	297.31
2513	1003	1203	105	5	140	10	1	435.41	590.42	509.05	111.7	245.35	166.23
2514	1003	1203	105	5	140	10	1	201.93	238.92	287.86	127.98	264.7	173.28
2515	1003	1203	105	5	140	10	1	312.32	369.86	505.95	241.25	370.61	294.38
2516	1004	1204	105	5	135	10	2	376.86	460.17	585.48	242.62	379.39	288.73
2517	1004	1204	105	5	135	10	2	234.19	394.75	249.46	40.39	169.19	81.04
2518	1004	1204	105	5	135	10	2	238.84	264.88	340.57	132.93	261.01	174.62
2519	1004	1204	105	5	135	10	2	476.5	511.09	536.94	87.74	220.49	129.78
2520	1004	1204	105	5	135	10	2	334.24	440.03	404.33	88.77	218.73	129.24
2521	1005	1205	105	5	130	10	1	228.02	236.56	228.43	44.68	169.32	100.19
2522	1005	1205	105	5	130	10	1	233.99	306.94	290.24	93.6	212.77	149.66
2523	1005	1205	105	5	130	10	1	277.67	204.52	255.93	18.77	144.22	76.94
2524	1005	1205	105	5	130	10	1	381.77	492.53	567.51	233.25	360.97	291.91
2525	1005	1205	105	5	130	10	1	346.55	532.18	421.7	113.29	237.43	168.9
2526	1006	1206	110	5	149	9	2	289.05	402.05	385.27	123.64	195.11	184.24
2527	1006	1206	110	5	149	9	2	193.67	368.31	263.46	93.65	170.62	161.08
2528	1006	1206	110	5	149	9	2	147.12	266.79	100.16	-23.75	53.99	48.97
2529	1006	1206	110	5	149	9	2	177.99	379.73	311.14	161.76	235.19	233.86
2530	1006	1206	110	5	149	9	2	112.86	318.92	92.68	14.17	90.37	81.9
2531	1007	1207	110	5	144	9	1	282.36	355.31	527.9	286.72	354.63	339.31
2532	1007	1207	110	5	144	9	1	177.09	143.87	112.05	-13.53	50.54	33.47
2533	1007	1207	110	5	144	9	1	220.69	475.13	226.06	46.5	111.87	92.51
2534	1007	1207	110	5	144	9	1	158.1	335.05	232.36	116.57	177.44	158.76
2535	1007	1207	110	5	144	9	1	104.21	238	203.28	142.55	205.97	181.47
2536	1008	1208	110	5	139	9	2	436.61	471.15	649.46	237.54	345.44	284.36
2537	1008	1208	110	5	139	9	2	340.01	549.33	342.01	34.59	145.28	86.6
2538	1008	1208	110	5	139	9	2	337.95	365.38	385.96	78.52	176.23	132.94
2539	1008	1208	110	5	139	9	2	178.18	333.57	331.94	183.01	280.85	233.24
2540	1008	1208	110	5	139	9	2	177.47	293.35	120.06	-30.92	69.78	21.63
2541	1009	1209	110	5	134	9	1	191.76	305.73	181.64	40.93	146.34	83.07
2542	1009	1209	110	5	134	9	1	249.11	213.31	367.54	162.12	264.96	204.51
2543	1009	1209	110	5	134	9	1	375.68	493.21	383.82	54.07	164.49	92.87
2544	1009	1209	110	5	134	9	1	227.61	447.71	290.44	107.69	215.17	149.87
2545	1009	1209	110	5	134	9	1	417.85	459.69	531.54	154.1	264.82	198.31
2546	1010	1210	110	5	129	9	2	272.78	278.03	143.31	-108.98	11.91	-53.35
2547	1010	1210	110	5	129	9	2	311.93	553.3	412.25	126.41	251.55	182.03
2548	1010	1210	110	5	129	9	2	328.02	450.75	403.56	97.46	225.25	151.85
2549	1010	1210	110	5	129	9	2	154.98	251.73	151.29	18.07	143.23	68.83
2550	1010	1210	110	5	129	9	2	283.45	322.16	199.48	-53.41	70.31	-0.96
2551	1011	1211	115	5	148	8	1	345.26	476.18	344.76	55.39	178.37	118.43
2552	1011	1211	115	5	148	8	1	287.56	436.42	416.46	174.78	291.82	239.25
2553	1011	1211	115	5	148	8	1	405.21	541.11	564.4	197.52	321.25	265.06
2554	1011	1211	115	5	148	8	1	255.16	319.55	336.32	119.24	235.64	183.01
2555	1011	1211	115	5	148	8	1	280.36	278.05	338.97	94.42	214.24	165.04
2556	1012	1212	115	5	143	8	2	309.2	541.88	507.13	227.56	307.51	307.64
2557	1012	1212	115	5	143	8	2	220.41	408.42	269.62	74.96	143.88	155.5
2558	1012	1212	115	5	143	8	2	337.5	456.26	416.99	109.26	182.82	190.34
2559	1012	1212	115	5	143	8	2	330.16	506.09	410.25	111.05	187.52	183.24
2560	1012	1212	115	5	143	8	2	296.67	397.33	414.88	144.21	214.31	220.28
2561	1013	1213	115	5	138	8	1	341.95	524.92	359.42	54.59	159.07	103.63
2562	1013	1213	115	5	138	8	1	173.02	164.03	192.09	64.88	163.35	114.36
2563	1013	1213	115	5	138	8	1	159.15	313.83	291.67	173.1	264.94	227.56
2564	1013	1213	115	5	138	8	1	238.32	385.26	351.44	162.32	255.76	216.86
2565	1013	1213	115	5	138	8	1	185.76	216.85	309.88	174.57	275.99	220.99
2566	1014	1214	115	5	133	8	2	163.95	298.76	83.66	-48.85	58.22	15.94
2567	1014	1214	115	5	133	8	2	251.84	317.55	400.74	174.79	279.28	237.59
2568	1014	1214	115	5	133	8	2	248.39	381.84	120.68	-103.05	8.28	-41.51
2569	1014	1214	115	5	133	8	2	322.36	458.95	356.54	63.53	175.42	122.42
2570	1014	1214	115	5	133	8	2	90.8	99.96	228.65	164.38	278.41	231.55
2571	1015	1215	115	5	128	8	1	273.61	276.01	224.54	-4.34	83.37	73.91
2572	1015	1215	115	5	128	8	1	277.15	384.14	350.6	125.56	205.56	195.74
2573	1015	1215	115	5	128	8	1	444.71	641.26	447.46	44.45	123.45	121.78
2574	1015	1215	115	5	128	8	1	188.12	392.8	129.33	-10.47	75.18	57.05
2575	1015	1215	115	5	128	8	1	259.95	412.87	357.03	139.46	216.48	225.24
2576	1016	1216	120	5	147	7	2	422.24	565.28	557.49	163.26	272.96	237.01
2577	1016	1216	120	5	147	7	2	220.38	213.71	319.56	118.91	233.17	193.93
2578	1016	1216	120	5	147	7	2	438.54	548.62	536.43	130.51	248.88	210.91
2579	1016	1216	120	5	147	7	2	111.7	140.63	157.99	70.06	182.3	145.73
2580	1016	1216	120	5	147	7	2	296.32	384.2	223.26	-47.52	66.47	19.4
2581	1017	1217	120	5	142	7	1	353.99	501.71	315.67	2.46	126.84	60.84
2582	1017	1217	120	5	142	7	1	294.75	216.51	363.63	106.33	236.9	160.28
2583	1017	1217	120	5	142	7	1	286.42	256.08	291.9	46.74	180.28	101.4
2584	1017	1217	120	5	142	7	1	184.26	230.72	118.61	-24.72	102.48	28.86
2585	1017	1217	120	5	142	7	1	411.85	586.42	414.92	46.1	167.91	99.98
2586	1018	1218	120	5	137	7	2	385.05	419.58	427.46	67.62	191	137.96
2587	1018	1218	120	5	137	7	2	407.14	565.29	460.07	82.56	198.53	159.66
2588	1018	1218	120	5	137	7	2	334.39	392.47	445.31	140.12	252.32	221.4
2589	1018	1218	120	5	137	7	2	252.7	355.39	368.76	144.33	253.84	218.51
2590	1018	1218	120	5	137	7	2	215.64	279.04	284.42	96.59	213.85	173.89
2591	1019	1219	120	5	132	7	1	342.51	380.1	470.81	170.98	285.93	213.18
2592	1019	1219	120	5	132	7	1	393.19	342.68	511.14	170.5	287.59	213.7
2593	1019	1219	120	5	132	7	1	207.26	249.5	402.26	246.59	361.78	290.72
2594	1019	1219	120	5	132	7	1	214.82	356.33	376.45	206.63	319.25	254.01
2595	1019	1219	120	5	132	7	1	384.82	474.55	513.16	164.24	280.87	210.59
2596	1020	1220	120	5	127	7	2	216.86	324.3	297.99	107.8	198.71	164.32
2597	1020	1220	120	5	127	7	2	168.9	286.95	122.66	-24.67	66.73	30.9
2598	1020	1220	120	5	127	7	2	239.89	311.41	253.58	37.9	137.03	93.72
2599	1020	1220	120	5	127	7	2	183.16	315.59	394.18	239.83	323.97	300.92
2600	1020	1220	120	5	127	7	2	213.77	307.38	467.11	276.87	375.29	336.09
2601	1021	1221	125	5	146	6	1	318.31	362.87	582.03	306.53	385.64	382.63
2602	1021	1221	125	5	146	6	1	282.04	409.11	339.25	92.58	176.43	169.57
2603	1021	1221	125	5	146	6	1	223.21	294.56	363.31	181.17	259.76	254.34
2604	1021	1221	125	5	146	6	1	166.99	245.55	322.52	199.19	276.86	269.46
2605	1021	1221	125	5	146	6	1	326.97	480.5	313.74	27.46	107.42	104.78
2606	1022	1222	125	5	141	6	2	233.16	258.63	234.46	31.25	115.33	90.91
2607	1022	1222	125	5	141	6	2	125.46	261.58	148.15	49.1	121.39	103.06
2608	1022	1222	125	5	141	6	2	119.82	209.93	244.75	150.68	220.99	205.4
2609	1022	1222	125	5	141	6	2	324.77	535.72	475.24	174.26	255.38	232.63
2610	1022	1222	125	5	141	6	2	336	585.02	274.61	-33.54	35.97	17.12
2611	1023	1223	125	5	136	6	1	383.56	501.8	599.21	257.59	335.04	324.61
2612	1023	1223	125	5	136	6	1	329.88	339.69	480.83	194	275.8	271.03
2613	1023	1223	125	5	136	6	1	225.35	353.31	334.31	152.79	229.97	221.76
2614	1023	1223	125	5	136	6	1	408.71	353.19	387.64	20.58	95.58	87.87
2615	1023	1223	125	5	136	6	1	513.19	641.2	611.16	138.17	213.01	205.8
2616	1024	1224	125	5	131	6	2	341.39	498.47	271.59	-44.52	74.01	7.39
2617	1024	1224	125	5	131	6	2	184.07	372.04	77.59	-84.27	34.87	-25.33
2618	1024	1224	125	5	131	6	2	376.92	587.55	403.14	47.79	163.03	97.92
2619	1024	1224	125	5	131	6	2	284.01	293.44	412.22	148.72	262.46	194.71
2620	1024	1224	125	5	131	6	2	492.02	601.42	518.39	49.36	160.65	112.47
2621	1025	1225	125	5	126	6	1	277.8	340.16	272.66	41.23	145	119.52
2622	1025	1225	125	5	126	6	1	347.45	469.3	592.01	289.87	394.24	380.08
2623	1025	1225	125	5	126	6	1	184.53	263.29	299.37	151.61	250.95	226.61
2624	1025	1225	125	5	126	6	1	210.24	435.21	386.21	217.28	319.17	299.24
2625	1025	1225	125	5	126	6	1	471.12	513.2	500.56	75.25	173.38	149.39
2626	1026	1226	126	6	101	1	2	294.31	468.98	337.27	71.3	161.94	144.7
2627	1026	1226	126	6	101	1	2	414.98	549.95	463.93	84.06	165.26	161.76
2628	1026	1226	126	6	101	1	2	381.6	410.91	527.18	170.93	260.75	247.01
2629	1026	1226	126	6	101	1	2	366.68	414.18	321.88	-17.96	80.25	58.3
2630	1026	1226	126	6	101	1	2	282.57	473.96	435.79	183.03	278.03	255.39
2631	1027	1227	126	6	106	1	1	109.15	177.42	130.87	61.31	163.34	116.69
2632	1027	1227	126	6	106	1	1	89.86	49.93	17.85	-30.48	67.62	21.81
2633	1027	1227	126	6	106	1	1	200.07	245.48	420.39	258.72	362.58	312.49
2634	1027	1227	126	6	106	1	1	208.92	367.73	209.96	42.25	136.62	88.92
2635	1027	1227	126	6	106	1	1	215.67	397.33	560.46	384.88	481.35	442.35
2636	1028	1228	126	6	111	1	2	261.95	534.58	520.21	285.75	369.33	345.32
2637	1028	1228	126	6	111	1	2	169.52	266.16	230.95	88.06	177.36	150.41
2638	1028	1228	126	6	111	1	2	344.54	539.44	353.44	32.87	117.12	91.21
2639	1028	1228	126	6	111	1	2	346.99	476.01	333.15	21.11	105.27	82.81
2640	1028	1228	126	6	111	1	2	287.47	491.76	436.15	176.67	265.65	229.79
2641	1029	1229	126	6	116	1	1	366.47	451.15	340.03	16.97	78.69	70.41
2642	1029	1229	126	6	116	1	1	198.49	292.49	328.41	166.51	232.53	221.9
